"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternNumber","Param: patternSize"
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"0,165344",NaN,"ms/op",2,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"0,541421",NaN,"ms/op",2,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"35,770885",NaN,"ms/op",2,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"641,887646",NaN,"ms/op",2,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"598,875272",NaN,"ms/op",2,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"597,760984",NaN,"ms/op",2,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"599,757268",NaN,"ms/op",2,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"602,457235",NaN,"ms/op",2,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"0,486470",NaN,"ms/op",4,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"22,956971",NaN,"ms/op",4,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"358,993528",NaN,"ms/op",4,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"346,378157",NaN,"ms/op",4,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"344,021101",NaN,"ms/op",4,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"375,276483",NaN,"ms/op",4,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"334,589390",NaN,"ms/op",4,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"343,590662",NaN,"ms/op",4,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"1,406480",NaN,"ms/op",8,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"184,521650",NaN,"ms/op",8,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"188,463793",NaN,"ms/op",8,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"190,607735",NaN,"ms/op",8,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"187,221025",NaN,"ms/op",8,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"184,631645",NaN,"ms/op",8,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"193,360199",NaN,"ms/op",8,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"194,406036",NaN,"ms/op",8,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"9,766565",NaN,"ms/op",16,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"107,619144",NaN,"ms/op",16,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"95,115632",NaN,"ms/op",16,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"103,253460",NaN,"ms/op",16,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"96,096146",NaN,"ms/op",16,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"98,336761",NaN,"ms/op",16,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"105,650979",NaN,"ms/op",16,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"95,297830",NaN,"ms/op",16,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"21,613521",NaN,"ms/op",32,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"522,938222",NaN,"ms/op",32,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"539,331929",NaN,"ms/op",32,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"513,198369",NaN,"ms/op",32,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"498,860187",NaN,"ms/op",32,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"523,679403",NaN,"ms/op",32,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"510,665137",NaN,"ms/op",32,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"528,105240",NaN,"ms/op",32,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"66,549656",NaN,"ms/op",64,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"56,893964",NaN,"ms/op",64,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"51,096506",NaN,"ms/op",64,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"45,918724",NaN,"ms/op",64,,16
