"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"394,738087","180,786537","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"785,407210","120,706281","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"4021,363644","488,354562","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"5180,131981","138,543077","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3762,085239","33,198882","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3797,779180","141,224707","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"4625,041170","703,823643","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"4004,870158","396,392356","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"4446,306369","192,291186","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"4447,355715","107,838983","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"606,791301","113,284660","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2628,778221","416,323874","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3585,920988","663,837517","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3355,908451","292,559034","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3492,297745","909,205428","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3318,335920","192,425391","ms/op",4,64
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3301,951379","97,948666","ms/op",4,128
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3278,486991","124,225024","ms/op",4,256
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3395,099053","22,599395","ms/op",4,512
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3398,547873","189,436302","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"1642,159038","755,988160","ms/op",8,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2622,118207","19,622367","ms/op",8,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2664,914099","57,397639","ms/op",8,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2667,396151","39,140997","ms/op",8,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2669,487501","26,678182","ms/op",8,32
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2633,289808","27,357270","ms/op",8,64
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2675,074485","85,401908","ms/op",8,128
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2686,520501","15,732891","ms/op",8,256
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"3063,211636","1206,457311","ms/op",8,512
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2858,766521","367,562391","ms/op",8,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2208,218086","539,024450","ms/op",16,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2403,639948","33,145819","ms/op",16,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2436,775180","182,066971","ms/op",16,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2491,694916","863,045608","ms/op",16,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2400,164681","49,302976","ms/op",16,32
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2520,622345","262,641134","ms/op",16,64
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2461,957742","250,913722","ms/op",16,128
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2592,869470","190,216030","ms/op",16,256
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2613,334396","120,479156","ms/op",16,512
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2527,005496","216,992061","ms/op",16,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2459,272721","263,290944","ms/op",32,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2340,766831","176,921100","ms/op",32,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2279,734332","34,559128","ms/op",32,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2295,731408","87,804373","ms/op",32,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2359,307931","276,404251","ms/op",32,32
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2592,706052","939,762891","ms/op",32,64
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2460,125650","290,811231","ms/op",32,128
"com.almondtools.stringbench.singlepattern.esmaj.EJKMPBenchmark.benchmarkFindInFile","avgt",1,5,"2373,462573","281,559187","ms/op",32,256
