"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"286,451681","53,286271","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"777,087994","234,807644","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"2824,976356","519,643205","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"2323,241446","25,241381","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1780,264768","17,189115","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1501,196974","196,215901","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1267,974980","22,995624","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1210,787372","120,570288","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1130,207374","164,746284","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1046,853226","3,691865","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"656,818300","114,569822","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"2661,653643","458,425689","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"2331,937784","32,496766","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1834,861537","20,155004","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1531,112723","23,044538","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1326,890946","70,227328","ms/op",4,64
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1199,209833","55,877820","ms/op",4,128
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1195,754855","135,043602","ms/op",4,256
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1103,682974","95,816165","ms/op",4,512
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1048,493796","67,580722","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1905,262913","1494,248756","ms/op",8,2
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"2552,882859","734,689249","ms/op",8,4
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"2117,636619","811,906576","ms/op",8,8
"com.almondtools.stringbench.singlepattern.esmaj.EJBOMBenchmark.benchmarkFindInFile","avgt",1,5,"1638,753479","28,529364","ms/op",8,16
