"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternNumber","Param: patternSize"
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"865,543713","1948,026227","ms/op",2,2,2
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"217,460450","18,781161","ms/op",2,2,4
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"70,357576","10,368005","ms/op",2,2,8
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"34,033153","5,822553","ms/op",2,2,16
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"18,242903","0,177989","ms/op",2,2,32
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"10,477544","0,082050","ms/op",2,2,64
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"7,456248","0,283092","ms/op",2,2,128
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"5,662719","0,089974","ms/op",2,2,256
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"4,899137","0,372073","ms/op",2,2,512
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"4,490315","0,172764","ms/op",2,2,1024
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"1462,713421","2023,784536","ms/op",2,8,2
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"216,388143","30,857220","ms/op",2,8,4
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"113,540691","1,398435","ms/op",2,8,8
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"37,650512","0,594956","ms/op",2,8,16
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"21,507078","0,384245","ms/op",2,8,32
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"12,594476","0,611278","ms/op",2,8,64
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"8,840382","0,141999","ms/op",2,8,128
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"6,681088","0,187615","ms/op",2,8,256
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"5,441966","0,329365","ms/op",2,8,512
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"5,056602","0,168091","ms/op",2,8,1024
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"1226,017476","1968,555315","ms/op",2,32,2
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"246,178928","6,238166","ms/op",2,32,4
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"153,291230","5,807704","ms/op",2,32,8
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"51,923720","0,807314","ms/op",2,32,16
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"28,396441","0,895299","ms/op",2,32,32
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"15,909081","4,735063","ms/op",2,32,64
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"10,756379","0,133815","ms/op",2,32,128
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"7,721924","0,553082","ms/op",2,32,256
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"7,427302","0,460372","ms/op",2,32,512
"com.almondtools.stringbench.multipattern.stringsearchalgorithms.SCSetBackwardOracleMatchingCharBenchmark.benchmarkFindInFile","avgt",1,5,"7,258208","0,271697","ms/op",2,32,1024
