"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"763,104589","96,457413","ms/op",2,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"966,802450","120,362812","ms/op",2,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2710,354195","358,820890","ms/op",2,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2469,003255","501,259150","ms/op",2,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2378,863812","16,388372","ms/op",2,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2378,039793","22,979689","ms/op",2,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"5175,054995","76,823342","ms/op",2,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"5929,410757","39,256185","ms/op",2,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"7594,293996","50,231708","ms/op",2,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"11003,391519","604,890036","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"1040,253221","131,152274","ms/op",4,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2476,271721","18,566524","ms/op",4,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2853,260057","912,728166","ms/op",4,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2373,573134","35,636860","ms/op",4,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2382,682972","8,604647","ms/op",4,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2384,376876","21,791221","ms/op",4,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"4945,815980","22,172649","ms/op",4,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"6226,611280","386,967536","ms/op",4,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"8121,075756","43,704659","ms/op",4,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"10987,828551","104,204207","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"1872,564662","128,117361","ms/op",8,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"3609,842597","58,901575","ms/op",8,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2366,530606","55,575954","ms/op",8,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2425,802102","258,275806","ms/op",8,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2367,597063","14,689798","ms/op",8,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2380,764550","22,237099","ms/op",8,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"4958,113977","63,706321","ms/op",8,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"6033,159380","9,169259","ms/op",8,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"7960,142604","62,846266","ms/op",8,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"11565,484281","65,903108","ms/op",8,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2685,835408","42,529217","ms/op",16,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2965,801557","1193,644044","ms/op",16,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2377,257299","24,648837","ms/op",16,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2377,087727","25,436004","ms/op",16,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2391,027209","97,774417","ms/op",16,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2380,560953","28,017849","ms/op",16,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"4991,378589","29,644705","ms/op",16,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"6029,315274","59,365247","ms/op",16,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"7607,523692","55,796104","ms/op",16,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"10891,643171","57,067264","ms/op",16,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2536,074274","29,334444","ms/op",32,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2382,373274","32,172973","ms/op",32,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2376,534724","19,471758","ms/op",32,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2376,107636","21,974005","ms/op",32,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2394,510462","23,613638","ms/op",32,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCShiftOrByteBenchmark.benchmarkFindInFile","avgt",1,5,"2358,035033","22,195822","ms/op",32,64
