"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"266,314003","51,946969","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"619,225914","45,968621","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"2712,930668","532,316650","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"2496,277080","31,497430","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"1995,981429","22,058631","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"1793,362643","12,804789","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"1649,853003","48,061441","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"1531,499952","74,904463","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"1505,269149","301,334309","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"1376,565848","4,907241","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"631,869260","63,242578","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"2203,715498","309,508992","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJBMBenchmark.benchmarkFindInFile","avgt",1,5,"2195,273365","108,680630","ms/op",4,8
