"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"282,886179","127,192413","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"745,510558","62,788598","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3287,971286","417,786529","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"4417,680908","114,955600","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3738,539300","37,778331","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3802,908911","143,888792","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"4197,830652","402,793952","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3731,733157","32,174953","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3725,719156","76,168775","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"4120,877339","355,221040","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"696,048454","213,828443","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"2680,010484","700,382864","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3382,757082","449,180523","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3702,577102","203,478363","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3675,947308","114,939471","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJCLSBenchmark.benchmarkFindInFile","avgt",1,5,"3696,148399","244,059885","ms/op",4,64
