"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"284,922429","212,863427","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"649,729809","132,306723","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3544,324675","542,673062","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"4019,618629","39,480466","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3520,627713","31,566342","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3524,522181","41,641796","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3564,729130","69,000845","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3530,352634","14,565872","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3558,395714","51,455596","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3528,068815","36,886052","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"521,047033","100,683725","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2762,367944","324,669337","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3395,178394","40,436377","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2444,504750","20,037502","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2440,380708","28,115090","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2432,219936","27,100010","ms/op",4,64
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2464,591290","42,002876","ms/op",4,128
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2418,487654","52,290815","ms/op",4,256
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2452,434763","30,509468","ms/op",4,512
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"2455,809927","13,013856","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"1502,466184","1136,884085","ms/op",8,2
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"3103,217826","23,068612","ms/op",8,4
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"1864,572186","16,267070","ms/op",8,8
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"1925,622368","23,908950","ms/op",8,16
"com.almondtools.stringbench.singlepattern.esmaj.EJNSNBenchmark.benchmarkFindInFile","avgt",1,5,"1889,001448","39,366198","ms/op",8,32
