"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"285,256348","51,315276","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"682,182279","48,196883","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3313,334870","64,345601","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"4405,141415","1018,621084","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3758,500396","40,959908","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3840,573651","110,068562","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3979,260500","257,239492","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3731,325166","47,555371","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3847,036380","47,648576","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"3866,462540","27,878194","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"605,776770","84,068794","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"2031,952073","307,332155","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"2107,566468","94,517394","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1812,901616","64,239172","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1835,246950","39,399800","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1830,731652","108,242132","ms/op",4,64
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1828,427386","86,140473","ms/op",4,128
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1874,053007","114,713324","ms/op",4,256
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1818,063637","18,879823","ms/op",4,512
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1870,225169","19,620374","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1692,466689","1286,439411","ms/op",8,2
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1980,815966","242,086314","ms/op",8,4
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1490,613992","202,115708","ms/op",8,8
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1326,323406","62,430470","ms/op",8,16
"com.almondtools.stringbench.singlepattern.esmaj.EJHPBenchmark.benchmarkFindInFile","avgt",1,5,"1308,414424","25,966100","ms/op",8,32
