"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"317,871472","134,870096","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"739,485274","156,600633","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"3533,801283","540,140422","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4325,184865","57,403572","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4115,408298","545,066393","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4273,106014","479,870436","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4214,783779","102,832817","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4269,531385","82,177385","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4299,131703","90,411750","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"4251,212923","67,500222","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"681,837807","102,512350","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"2375,850159","284,328877","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"2467,987808","105,810829","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"2189,124622","43,823636","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJKPMSSBenchmark.benchmarkFindInFile","avgt",1,5,"2153,700582","59,507358","ms/op",4,32
