"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternNumber","Param: patternSize"
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"77,907091","11,801966","ms/op",2,2,2
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"45,640268","5,482965","ms/op",2,2,4
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"38,993070","2,603484","ms/op",2,2,8
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"44,415477","3,318780","ms/op",2,2,16
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"39,015822","2,601641","ms/op",2,2,32
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"39,543659","3,420702","ms/op",2,2,64
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"38,464797","2,085287","ms/op",2,2,128
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"46,496329","27,220695","ms/op",2,2,256
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"39,748638","9,006316","ms/op",2,2,512
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"40,963528","1,328271","ms/op",2,2,1024
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"80,649559","11,456556","ms/op",2,8,2
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"63,938998","13,206554","ms/op",2,8,4
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"46,335954","8,661136","ms/op",2,8,8
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"42,418892","5,358232","ms/op",2,8,16
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"39,999375","1,980244","ms/op",2,8,32
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"42,767490","35,851950","ms/op",2,8,64
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"42,257698","0,776340","ms/op",2,8,128
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"40,505274","1,401531","ms/op",2,8,256
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"41,971749","3,076596","ms/op",2,8,512
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"41,387581","0,954769","ms/op",2,8,1024
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"79,795716","6,788006","ms/op",2,32,2
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"57,122866","2,758455","ms/op",2,32,4
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"50,908271","6,326333","ms/op",2,32,8
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"40,974173","0,462854","ms/op",2,32,16
