"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternNumber","Param: patternSize"
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"48,951096","5,669968","ms/op",2,2,2
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"33,383410","7,278732","ms/op",2,2,4
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"35,019205","18,805954","ms/op",2,2,8
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"54,420078","42,063299","ms/op",2,2,16
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"43,510175","5,219792","ms/op",2,2,32
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"42,317146","4,690680","ms/op",2,2,64
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"36,156817","4,924519","ms/op",2,2,128
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"37,209777","0,704478","ms/op",2,2,256
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"35,874124","1,021278","ms/op",2,2,512
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"36,851235","0,492753","ms/op",2,2,1024
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"59,857430","13,707070","ms/op",2,8,2
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"56,119425","7,176338","ms/op",2,8,4
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"46,606510","13,320507","ms/op",2,8,8
"com.almondtools.stringbench.multipattern.hankcs.HankcsAhoCorasickBenchmark.benchmarkFindInFile","avgt",1,5,"40,835198","1,739640","ms/op",2,8,16
