"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternNumber","Param: patternSize"
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"0,119565",NaN,"ms/op",2,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"0,462899",NaN,"ms/op",2,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"31,645902",NaN,"ms/op",2,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"580,163373",NaN,"ms/op",2,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"539,708661",NaN,"ms/op",2,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"546,797132",NaN,"ms/op",2,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"543,166647",NaN,"ms/op",2,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"540,664514",NaN,"ms/op",2,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"0,403136",NaN,"ms/op",4,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"21,198016",NaN,"ms/op",4,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"309,198601",NaN,"ms/op",4,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"304,725799",NaN,"ms/op",4,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"313,477341",NaN,"ms/op",4,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"309,097894",NaN,"ms/op",4,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"317,672250",NaN,"ms/op",4,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"313,129530",NaN,"ms/op",4,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"1,154594",NaN,"ms/op",8,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"173,397671",NaN,"ms/op",8,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"160,735580",NaN,"ms/op",8,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"171,678794",NaN,"ms/op",8,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"173,783592",NaN,"ms/op",8,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"167,726401",NaN,"ms/op",8,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"180,993740",NaN,"ms/op",8,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"159,351298",NaN,"ms/op",8,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"7,561937",NaN,"ms/op",16,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"95,368100",NaN,"ms/op",16,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"83,267592",NaN,"ms/op",16,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"84,092559",NaN,"ms/op",16,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"84,663051",NaN,"ms/op",16,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"85,407293",NaN,"ms/op",16,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"84,449351",NaN,"ms/op",16,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"84,812705",NaN,"ms/op",16,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"20,509337",NaN,"ms/op",32,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"494,049750",NaN,"ms/op",32,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"493,051397",NaN,"ms/op",32,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"493,745935",NaN,"ms/op",32,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"506,555775",NaN,"ms/op",32,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"488,051211",NaN,"ms/op",32,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"510,791193",NaN,"ms/op",32,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"503,659762",NaN,"ms/op",32,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"61,579158",NaN,"ms/op",64,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"44,870146",NaN,"ms/op",64,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"42,076260",NaN,"ms/op",64,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"47,477687",NaN,"ms/op",64,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"47,533730",NaN,"ms/op",64,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"47,396387",NaN,"ms/op",64,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"49,484395",NaN,"ms/op",64,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"44,473114",NaN,"ms/op",64,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"146,447492",NaN,"ms/op",128,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"139,472839",NaN,"ms/op",128,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"136,496216",NaN,"ms/op",128,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"152,837393",NaN,"ms/op",128,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"147,249144",NaN,"ms/op",128,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"144,486253",NaN,"ms/op",128,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"152,738343",NaN,"ms/op",128,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"145,702710",NaN,"ms/op",128,,256
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"534,574627",NaN,"ms/op",256,,2
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"499,016219",NaN,"ms/op",256,,4
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"470,505658",NaN,"ms/op",256,,8
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"464,789421",NaN,"ms/op",256,,16
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"461,745415",NaN,"ms/op",256,,32
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"469,410989",NaN,"ms/op",256,,64
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"465,053565",NaN,"ms/op",256,,128
"com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind","avgt",1,2,"494,772314",NaN,"ms/op",256,,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,080746",NaN,"ms/op",2,2,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,276281",NaN,"ms/op",2,2,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,012066",NaN,"ms/op",2,2,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"21,206708",NaN,"ms/op",2,2,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"17,977654",NaN,"ms/op",2,2,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"18,381827",NaN,"ms/op",2,2,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"19,618687",NaN,"ms/op",2,2,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"18,124201",NaN,"ms/op",2,2,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,886163",NaN,"ms/op",2,8,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"11,683892",NaN,"ms/op",2,8,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"69,742476",NaN,"ms/op",2,8,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"71,290707",NaN,"ms/op",2,8,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"70,502250",NaN,"ms/op",2,8,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"71,834979",NaN,"ms/op",2,8,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"77,692934",NaN,"ms/op",2,8,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"67,206837",NaN,"ms/op",2,32,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"381,648949",NaN,"ms/op",2,32,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"297,464729",NaN,"ms/op",2,32,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"298,161142",NaN,"ms/op",2,32,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"289,987000",NaN,"ms/op",2,32,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"287,326972",NaN,"ms/op",2,32,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"112,838629",NaN,"ms/op",2,128,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2210,015320",NaN,"ms/op",2,128,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"1311,852263",NaN,"ms/op",2,128,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"1100,528788",NaN,"ms/op",2,128,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"1091,016047",NaN,"ms/op",2,128,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"1117,579211",NaN,"ms/op",2,128,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,129524",NaN,"ms/op",4,2,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"1,496591",NaN,"ms/op",4,2,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"9,541766",NaN,"ms/op",4,2,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,307289",NaN,"ms/op",4,2,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,196549",NaN,"ms/op",4,2,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"9,273638",NaN,"ms/op",4,2,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,173422",NaN,"ms/op",4,2,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"9,428131",NaN,"ms/op",4,2,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,888490",NaN,"ms/op",4,8,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"21,118585",NaN,"ms/op",4,8,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"47,302843",NaN,"ms/op",4,8,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"46,127060",NaN,"ms/op",4,8,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"39,165725",NaN,"ms/op",4,8,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"41,584613",NaN,"ms/op",4,8,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"44,336019",NaN,"ms/op",4,8,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"41,299299",NaN,"ms/op",4,8,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"100,865202",NaN,"ms/op",4,32,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"202,170357",NaN,"ms/op",4,32,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"155,275959",NaN,"ms/op",4,32,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"161,509770",NaN,"ms/op",4,32,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"151,150461",NaN,"ms/op",4,32,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"155,095734",NaN,"ms/op",4,32,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"155,830422",NaN,"ms/op",4,32,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"193,204009",NaN,"ms/op",4,128,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"1257,918699",NaN,"ms/op",4,128,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"640,922513",NaN,"ms/op",4,128,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"622,715219",NaN,"ms/op",4,128,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"607,608180",NaN,"ms/op",4,128,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"613,595634",NaN,"ms/op",4,128,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"677,009374",NaN,"ms/op",4,128,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,219008",NaN,"ms/op",8,2,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"8,648099",NaN,"ms/op",8,2,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"5,274141",NaN,"ms/op",8,2,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"5,155079",NaN,"ms/op",8,2,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"5,569285",NaN,"ms/op",8,2,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"5,273086",NaN,"ms/op",8,2,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"5,812475",NaN,"ms/op",8,2,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"5,733610",NaN,"ms/op",8,2,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,494330",NaN,"ms/op",8,8,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"72,743548",NaN,"ms/op",8,8,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"21,208062",NaN,"ms/op",8,8,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"24,399172",NaN,"ms/op",8,8,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"24,424422",NaN,"ms/op",8,8,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"22,912397",NaN,"ms/op",8,8,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"23,324080",NaN,"ms/op",8,8,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"23,576789",NaN,"ms/op",8,8,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"13,743456",NaN,"ms/op",8,32,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"750,431052",NaN,"ms/op",8,32,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"77,764730",NaN,"ms/op",8,32,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"91,641136",NaN,"ms/op",8,32,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"88,620016",NaN,"ms/op",8,32,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"84,377492",NaN,"ms/op",8,32,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"88,398059",NaN,"ms/op",8,32,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"88,492154",NaN,"ms/op",8,32,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"7013,613654",NaN,"ms/op",8,128,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"306,764758",NaN,"ms/op",8,128,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"390,514718",NaN,"ms/op",8,128,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"335,576420",NaN,"ms/op",8,128,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"337,286811",NaN,"ms/op",8,128,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"322,357815",NaN,"ms/op",8,128,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"332,891739",NaN,"ms/op",8,128,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,314498",NaN,"ms/op",16,2,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"3,187492",NaN,"ms/op",16,2,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,606514",NaN,"ms/op",16,2,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,641546",NaN,"ms/op",16,2,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,711790",NaN,"ms/op",16,2,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,640349",NaN,"ms/op",16,2,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,646685",NaN,"ms/op",16,2,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,630653",NaN,"ms/op",16,2,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"2,640546",NaN,"ms/op",16,8,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,728939",NaN,"ms/op",16,8,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,704305",NaN,"ms/op",16,8,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,530622",NaN,"ms/op",16,8,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,464917",NaN,"ms/op",16,8,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,858443",NaN,"ms/op",16,8,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,761570",NaN,"ms/op",16,8,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"10,964205",NaN,"ms/op",16,8,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"24,886663",NaN,"ms/op",16,32,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"51,525082",NaN,"ms/op",16,32,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"43,192593",NaN,"ms/op",16,32,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"43,493622",NaN,"ms/op",16,32,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"44,200705",NaN,"ms/op",16,32,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"42,506204",NaN,"ms/op",16,32,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"42,588795",NaN,"ms/op",16,32,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"42,774674",NaN,"ms/op",16,32,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"707,934173",NaN,"ms/op",16,128,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"317,455096",NaN,"ms/op",16,128,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"164,956844",NaN,"ms/op",16,128,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"164,364637",NaN,"ms/op",16,128,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"166,264614",NaN,"ms/op",16,128,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"166,678871",NaN,"ms/op",16,128,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"167,758314",NaN,"ms/op",16,128,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"168,181302",NaN,"ms/op",16,128,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"0,687460",NaN,"ms/op",32,2,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"16,195732",NaN,"ms/op",32,2,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"14,041336",NaN,"ms/op",32,2,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"14,206475",NaN,"ms/op",32,2,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"14,195044",NaN,"ms/op",32,2,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"14,224371",NaN,"ms/op",32,2,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"14,125245",NaN,"ms/op",32,2,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"14,002795",NaN,"ms/op",32,2,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"3,790135",NaN,"ms/op",32,8,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"55,883603",NaN,"ms/op",32,8,4
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"55,949458",NaN,"ms/op",32,8,8
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"55,990752",NaN,"ms/op",32,8,16
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"56,267615",NaN,"ms/op",32,8,32
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"56,158515",NaN,"ms/op",32,8,64
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"55,789722",NaN,"ms/op",32,8,128
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"56,087671",NaN,"ms/op",32,8,256
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"145,517128",NaN,"ms/op",32,32,2
"com.almondtools.stringbench.JavaIndexOfMultiBenchmark.benchmarkFind","avgt",1,2,"224,639458",NaN,"ms/op",32,32,4
