"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"882,817979","51,856766","ms/op",2,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1414,015566","170,517302","ms/op",2,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"3170,705649","45,986708","ms/op",2,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"2050,041190","82,333897","ms/op",2,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1172,659095","52,474886","ms/op",2,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"748,551277","8,776278","ms/op",2,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"530,827250","27,641955","ms/op",2,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"406,685064","11,160536","ms/op",2,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"352,538695","16,488705","ms/op",2,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"328,404015","6,503440","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1610,450432","113,592583","ms/op",4,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"3254,447891","131,656684","ms/op",4,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"2143,055670","89,930324","ms/op",4,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1293,884784","32,155644","ms/op",4,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"811,224895","11,953465","ms/op",4,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"554,893819","14,284091","ms/op",4,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"426,199131","36,468240","ms/op",4,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"365,563537","16,265313","ms/op",4,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"327,380838","18,748589","ms/op",4,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"301,862086","1,363676","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"3326,564429","91,368628","ms/op",8,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"3065,328343","25,577536","ms/op",8,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1693,239082","23,035597","ms/op",8,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"964,373449","9,699600","ms/op",8,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"670,254827","15,920268","ms/op",8,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"487,066116","19,110630","ms/op",8,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"390,222953","11,107282","ms/op",8,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"333,630369","14,092537","ms/op",8,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"327,647834","16,173571","ms/op",8,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"295,170759","14,865501","ms/op",8,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"4767,049016","87,202784","ms/op",16,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"2308,620418","74,189046","ms/op",16,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1438,663456","13,701146","ms/op",16,8
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"931,259797","20,530819","ms/op",16,16
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"568,794834","15,816389","ms/op",16,32
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"432,870695","23,863320","ms/op",16,64
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"371,859396","9,234321","ms/op",16,128
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"324,207409","7,018191","ms/op",16,256
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"297,518245","8,763744","ms/op",16,512
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"289,793117","4,285687","ms/op",16,1024
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"4841,320629","42,907937","ms/op",32,2
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1996,351499","38,862779","ms/op",32,4
"com.almondtools.stringbench.singlepattern.stringsearchalgorithms.SCBOMByteBenchmark.benchmarkFindInFile","avgt",1,5,"1232,110679","31,033375","ms/op",32,8
