"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"380,327714","217,400506","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"4977,517696","1291,155128","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3457,164477","288,793499","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3832,512983","1356,953644","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3887,144172","1109,653416","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"5390,006742","2473,110559","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"7218,487496","715,299534","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"11490,073451","805,531754","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"1017,925363","484,954192","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3397,733549","417,853435","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3558,920781","225,712165","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3147,082642","178,660762","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3405,952187","577,217470","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"3755,668456","54,187000","ms/op",4,64
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"4838,642087","707,085772","ms/op",4,128
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"6310,829925","468,761255","ms/op",4,256
"com.almondtools.stringbench.singlepattern.esmaj.EJAGBenchmark.benchmarkFindInFile","avgt",1,5,"9476,966418","273,815000","ms/op",4,512
