"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: alphabetSize","Param: patternSize"
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"336,891908","51,650275","ms/op",2,2
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"1009,538334","183,242976","ms/op",2,4
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5778,373940","724,389970","ms/op",2,8
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"6559,758158","341,000771","ms/op",2,16
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"6871,862581","386,730609","ms/op",2,32
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"7151,757962","568,250115","ms/op",2,64
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"6769,486711","554,461617","ms/op",2,128
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"6703,232273","336,864846","ms/op",2,256
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"6597,728812","373,088473","ms/op",2,512
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"7049,125835","999,306679","ms/op",2,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"950,319769","373,488350","ms/op",4,2
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4359,161803","555,763883","ms/op",4,4
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5657,777806","616,130635","ms/op",4,8
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5553,281376","548,868320","ms/op",4,16
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5589,123340","1197,267662","ms/op",4,32
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5463,323739","129,175185","ms/op",4,64
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5522,339886","691,700701","ms/op",4,128
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5900,201153","777,284259","ms/op",4,256
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5661,627591","351,283026","ms/op",4,512
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"5733,594854","220,699636","ms/op",4,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"2448,337405","896,924724","ms/op",8,2
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4549,929896","365,327919","ms/op",8,4
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4645,238392","204,388226","ms/op",8,8
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4470,915233","90,238264","ms/op",8,16
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4525,501029","454,121990","ms/op",8,32
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4692,681974","258,257269","ms/op",8,64
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4667,267627","681,272709","ms/op",8,128
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4643,933105","180,678531","ms/op",8,256
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4671,482221","157,174926","ms/op",8,512
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"4406,752933","127,359811","ms/op",8,1024
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"3464,668341","372,823165","ms/op",16,2
"com.almondtools.stringbench.singlepattern.esmaj.EJGSBenchmark.benchmarkFindInFile","avgt",1,5,"3957,223686","161,380730","ms/op",16,4
